Amount,Average,Candidates,Chamber,District,State,Year
"$39,865","$19,933",2,State Senate,5,Idaho,2006
"$32,043","$16,022",2,State Senate,5,Idaho,2004
"$68,385","$22,795",3,State Senate,5,Idaho,2002
"$8,250","$4,125",2,State Senate,5,Idaho,2000
"$508,183","$21,174",24,State Senate,5,Idaho,Total
"$16,580","$16,580",1,State Senate,6,Idaho,2018
"$19,056","$19,056",1,State Senate,6,Idaho,2016
"$45,802","$22,901",2,State Senate,6,Idaho,2014
"$81,948","$27,316",3,State Senate,6,Idaho,2012
"$89,811","$29,937",3,State Senate,6,Idaho,2010
"$35,082","$17,541",2,State Senate,6,Idaho,2008
$105,$105,1,State Senate,6,Idaho,2006
"$42,138","$21,069",2,State Senate,6,Idaho,2004
"$26,441","$13,221",2,State Senate,6,Idaho,2002
"$9,235","$9,235",1,State Senate,6,Idaho,2000
"$366,198","$20,344",18,State Senate,6,Idaho,Total
"$12,850","$12,850",1,State Senate,7,Idaho,2018
"$42,478","$14,159",3,State Senate,7,Idaho,2016
"$12,992","$6,496",2,State Senate,7,Idaho,2014
"$31,763","$10,588",3,State Senate,7,Idaho,2012
"$27,587","$27,587",1,State Senate,7,Idaho,2010
"$54,262","$27,131",2,State Senate,7,Idaho,2008
"$46,234","$23,117",2,State Senate,7,Idaho,2006
"$75,247","$25,082",3,State Senate,7,Idaho,2004
"$37,664","$18,832",2,State Senate,7,Idaho,2002
"$35,595","$8,899",4,State Senate,7,Idaho,2000
"$376,672","$16,377",23,State Senate,7,Idaho,Total
"$25,782","$6,446",4,State Senate,8,Idaho,2018
"$11,460","$5,730",2,State Senate,8,Idaho,2016
"$5,225","$2,613",2,State Senate,8,Idaho,2014
"$42,490","$8,498",5,State Senate,8,Idaho,2012
"$44,179","$14,726",3,State Senate,8,Idaho,2010
"$55,864","$27,932",2,State Senate,8,Idaho,2008
"$68,842","$17,211",4,State Senate,8,Idaho,2006
"$17,110","$17,110",1,State Senate,8,Idaho,2004
"$45,752","$15,251",3,State Senate,8,Idaho,2002
"$14,079","$14,079",1,State Senate,8,Idaho,2000
"$330,783","$12,251",27,State Senate,8,Idaho,Total
"$14,050","$14,050",1,State Senate,9,Idaho,2018
"$112,996","$37,665",3,State Senate,9,Idaho,2016
"$70,396","$35,198",2,State Senate,9,Idaho,2014
"$36,393","$12,131",3,State Senate,9,Idaho,2012
"$14,216","$7,108",2,State Senate,9,Idaho,2010
"$11,755","$5,878",2,State Senate,9,Idaho,2008
"$32,577","$10,859",3,State Senate,9,Idaho,2006
"$34,256","$17,128",2,State Senate,9,Idaho,2004
"$20,811","$5,203",4,State Senate,9,Idaho,2002
"$3,850","$3,850",1,State Senate,9,Idaho,2000
"$351,300","$15,274",23,State Senate,9,Idaho,Total
"$40,289","$20,145",2,State Senate,10,Idaho,2018
"$29,189","$14,595",2,State Senate,10,Idaho,2016
"$34,748","$17,374",2,State Senate,10,Idaho,2014
"$40,805","$13,602",3,State Senate,10,Idaho,2012
"$121,230","$40,410",3,State Senate,10,Idaho,2010
"$84,694","$42,347",2,State Senate,10,Idaho,2008
"$49,878","$49,878",1,State Senate,10,Idaho,2006
"$28,825","$14,413",2,State Senate,10,Idaho,2004
"$22,485","$11,243",2,State Senate,10,Idaho,2002
"$2,761","$2,761",1,State Senate,10,Idaho,2000
"$454,904","$22,745",20,State Senate,10,Idaho,Total
"$53,136","$17,712",3,State Senate,11,Idaho,2018
"$67,488","$16,872",4,State Senate,11,Idaho,2016
"$46,495","$15,498",3,State Senate,11,Idaho,2014
"$99,509","$33,170",3,State Senate,11,Idaho,2012
"$52,525","$17,508",3,State Senate,11,Idaho,2010
"$37,650","$18,825",2,State Senate,11,Idaho,2008
"$16,877","$8,439",2,State Senate,11,Idaho,2006
"$48,085","$16,028",3,State Senate,11,Idaho,2004
"$17,666","$5,889",3,State Senate,11,Idaho,2002
"$54,368","$10,874",5,State Senate,11,Idaho,2000
"$493,799","$15,929",31,State Senate,11,Idaho,Total
"$49,617","$24,808",2,State Senate,12,Idaho,2018
"$44,215","$22,108",2,State Senate,12,Idaho,2016
"$58,021","$19,340",3,State Senate,12,Idaho,2014
"$50,941","$12,735",4,State Senate,12,Idaho,2012
"$18,150","$9,075",2,State Senate,12,Idaho,2010
"$18,050","$18,050",1,State Senate,12,Idaho,2008
"$23,267","$11,634",2,State Senate,12,Idaho,2006
"$8,000","$8,000",1,State Senate,12,Idaho,2004
"$45,523","$9,105",5,State Senate,12,Idaho,2002
"$11,486","$5,743",2,State Senate,12,Idaho,2000
"$327,270","$13,636",24,State Senate,12,Idaho,Total
"$13,600","$13,600",1,State Senate,13,Idaho,2018
"$17,430","$8,715",2,State Senate,13,Idaho,2016
"$32,663","$10,888",3,State Senate,13,Idaho,2014
"$70,889","$23,630",3,State Senate,13,Idaho,2012
"$29,050","$14,525",2,State Senate,13,Idaho,2010
"$32,578","$16,289",2,State Senate,13,Idaho,2008
"$25,446","$8,482",3,State Senate,13,Idaho,2006
"$25,401","$8,467",3,State Senate,13,Idaho,2004
"$37,259","$12,420",3,State Senate,13,Idaho,2002
"$10,675","$10,675",1,State Senate,13,Idaho,2000
"$294,991","$12,826",23,State Senate,13,Idaho,Total
"$226,442","$37,740",6,State Senate,14,Idaho,2018
"$31,306","$15,653",2,State Senate,14,Idaho,2016
"$30,706","$15,353",2,State Senate,14,Idaho,2014
"$58,858","$14,715",4,State Senate,14,Idaho,2012
"$21,475","$21,475",1,State Senate,14,Idaho,2010
"$96,805","$24,201",4,State Senate,14,Idaho,2008
"$48,564","$16,188",3,State Senate,14,Idaho,2006
"$52,463","$10,493",5,State Senate,14,Idaho,2004
"$30,639","$6,128",5,State Senate,14,Idaho,2002
"$37,021","$6,170",6,State Senate,14,Idaho,2000
"$634,279","$16,692",38,State Senate,14,Idaho,Total
"$113,951","$37,984",3,State Senate,15,Idaho,2018
"$58,858","$29,429",2,State Senate,15,Idaho,2016
"$63,976","$21,325",3,State Senate,15,Idaho,2014
"$214,946","$107,473",2,State Senate,15,Idaho,2012
"$12,330","$6,165",2,State Senate,15,Idaho,2010
"$12,700","$12,700",1,State Senate,15,Idaho,2008
"$55,244","$13,811",4,State Senate,15,Idaho,2006
"$24,994","$12,497",2,State Senate,15,Idaho,2004
"$54,164","$13,541",4,State Senate,15,Idaho,2002
"$32,200","$8,050",4,State Senate,15,Idaho,2000
"$643,363","$23,828",27,State Senate,15,Idaho,Total
"$25,802","$12,901",2,State Senate,16,Idaho,2018
"$32,634","$16,317",2,State Senate,16,Idaho,2016
"$45,028","$22,514",2,State Senate,16,Idaho,2014
"$34,940","$11,647",3,State Senate,16,Idaho,2012
"$27,769","$13,885",2,State Senate,16,Idaho,2010
"$145,357","$48,452",3,State Senate,16,Idaho,2008
"$9,040","$9,040",1,State Senate,16,Idaho,2006
"$49,079","$12,270",4,State Senate,16,Idaho,2004
"$34,845","$11,615",3,State Senate,16,Idaho,2002
"$28,548","$7,137",4,State Senate,16,Idaho,2000
"$433,042","$16,655",26,State Senate,16,Idaho,Total
"$37,361","$18,680",2,State Senate,17,Idaho,2018
"$32,607","$16,304",2,State Senate,17,Idaho,2016
"$-1,514","$-1,514",1,State Senate,17,Idaho,2014
"$73,783","$24,594",3,State Senate,17,Idaho,2012
"$56,992","$18,997",3,State Senate,17,Idaho,2010
"$37,335","$18,668",2,State Senate,17,Idaho,2008
"$48,170","$24,085",2,State Senate,17,Idaho,2006
"$121,584","$60,792",2,State Senate,17,Idaho,2004
"$58,953","$14,738",4,State Senate,17,Idaho,2002
"$26,442","$6,611",4,State Senate,17,Idaho,2000
"$491,713","$19,669",25,State Senate,17,Idaho,Total
"$29,386","$29,386",1,State Senate,18,Idaho,2018
"$33,296","$33,296",1,State Senate,18,Idaho,2016
"$62,452","$31,226",2,State Senate,18,Idaho,2014
"$122,762","$40,921",3,State Senate,18,Idaho,2012
"$113,643","$28,411",4,State Senate,18,Idaho,2010
"$164,268","$82,134",2,State Senate,18,Idaho,2008
"$62,233","$31,117",2,State Senate,18,Idaho,2006
"$121,418","$30,355",4,State Senate,18,Idaho,2004
"$21,783","$10,892",2,State Senate,18,Idaho,2002
"$56,503","$18,834",3,State Senate,18,Idaho,2000
"$787,744","$32,823",24,State Senate,18,Idaho,Total
"$36,889","$18,445",2,State Senate,19,Idaho,2018
"$30,214","$30,214",1,State Senate,19,Idaho,2016
"$47,486","$23,743",2,State Senate,19,Idaho,2014
"$45,147","$22,574",2,State Senate,19,Idaho,2012
"$18,950","$9,475",2,State Senate,19,Idaho,2010
"$42,472","$21,236",2,State Senate,19,Idaho,2008
"$30,395","$15,198",2,State Senate,19,Idaho,2006
"$38,918","$19,459",2,State Senate,19,Idaho,2004
"$131,351","$32,838",4,State Senate,19,Idaho,2002
"$7,100","$3,550",2,State Senate,19,Idaho,2000
"$428,922","$20,425",21,State Senate,19,Idaho,Total
"$96,652","$48,326",2,State Senate,20,Idaho,2018
"$55,573","$27,787",2,State Senate,20,Idaho,2016
"$48,503","$48,503",1,State Senate,20,Idaho,2014
"$64,966","$32,483",2,State Senate,20,Idaho,2012
"$27,978","$13,989",2,State Senate,20,Idaho,2010
"$72,720","$24,240",3,State Senate,20,Idaho,2008
"$18,277","$9,139",2,State Senate,20,Idaho,2006
"$70,617","$23,539",3,State Senate,20,Idaho,2004
"$39,243","$7,849",5,State Senate,20,Idaho,2002
"$11,515","$11,515",1,State Senate,20,Idaho,2000
"$506,044","$22,002",23,State Senate,20,Idaho,Total
"$26,901","$8,967",3,State Senate,21,Idaho,2018
"$14,500","$14,500",1,State Senate,21,Idaho,2016
"$16,550","$16,550",1,State Senate,21,Idaho,2014
"$24,910","$12,455",2,State Senate,21,Idaho,2012
"$52,560","$17,520",3,State Senate,21,Idaho,2010
"$67,772","$33,886",2,State Senate,21,Idaho,2008
"$88,274","$29,425",3,State Senate,21,Idaho,2006
"$3,825","$3,825",1,State Senate,21,Idaho,2004
"$66,369","$13,274",5,State Senate,21,Idaho,2002
"$10,054","$10,054",1,State Senate,21,Idaho,2000
"$371,715","$16,896",22,State Senate,21,Idaho,Total
"$5,132","$5,132",1,State Senate,22,Idaho,2018
"$29,734","$9,911",3,State Senate,22,Idaho,2016
"$19,807","$9,904",2,State Senate,22,Idaho,2014
"$31,292","$31,292",1,State Senate,22,Idaho,2012
"$35,368","$11,789",3,State Senate,22,Idaho,2010
"$27,731","$9,244",3,State Senate,22,Idaho,2008
"$15,105","$7,553",2,State Senate,22,Idaho,2006
"$52,117","$17,372",3,State Senate,22,Idaho,2004
"$53,701","$13,425",4,State Senate,22,Idaho,2002
"$22,289","$5,572",4,State Senate,22,Idaho,2000
"$292,276","$11,241",26,State Senate,22,Idaho,Total
"$34,645","$17,323",2,State Senate,23,Idaho,2018
"$15,300","$15,300",1,State Senate,23,Idaho,2016
"$21,185","$21,185",1,State Senate,23,Idaho,2014
"$89,117","$29,706",3,State Senate,23,Idaho,2012
"$8,800","$8,800",1,State Senate,23,Idaho,2010
"$33,421","$8,355",4,State Senate,23,Idaho,2008
"$13,575","$6,788",2,State Senate,23,Idaho,2006
"$19,840","$9,920",2,State Senate,23,Idaho,2004
"$44,378","$11,095",4,State Senate,23,Idaho,2002
$0,$0,1,State Senate,23,Idaho,2000
"$280,261","$13,346",21,State Senate,23,Idaho,Total
"$34,900","$34,900",1,State Senate,24,Idaho,2018
"$65,873","$32,937",2,State Senate,24,Idaho,2016
"$26,065","$13,033",2,State Senate,24,Idaho,2014
"$29,274","$14,637",2,State Senate,24,Idaho,2012
"$26,652","$13,326",2,State Senate,24,Idaho,2010
$750,$750,1,State Senate,24,Idaho,2008
$-5,$-5,1,State Senate,24,Idaho,2006
"$60,788","$15,197",4,State Senate,24,Idaho,2004
$0,$0,1,State Senate,24,Idaho,2002
"$14,049","$14,049",1,State Senate,24,Idaho,2000
"$258,346","$15,197",17,State Senate,24,Idaho,Total
"$40,649","$20,324",2,State Senate,25,Idaho,2018
"$24,184","$12,092",2,State Senate,25,Idaho,2016
"$10,025","$10,025",1,State Senate,25,Idaho,2014
"$10,376","$5,188",2,State Senate,25,Idaho,2012
"$92,827","$18,565",5,State Senate,25,Idaho,2010
"$25,214","$25,214",1,State Senate,25,Idaho,2008
"$24,477","$24,477",1,State Senate,25,Idaho,2006
"$30,415","$30,415",1,State Senate,25,Idaho,2004
"$57,783","$28,892",2,State Senate,25,Idaho,2002
"$20,485","$10,243",2,State Senate,25,Idaho,2000
"$336,435","$17,707",19,State Senate,25,Idaho,Total
"$84,799","$42,400",2,State Senate,26,Idaho,2018
"$86,077","$43,039",2,State Senate,26,Idaho,2016
"$67,944","$33,972",2,State Senate,26,Idaho,2014
"$26,665","$26,665",1,State Senate,26,Idaho,2012
"$43,776","$21,888",2,State Senate,26,Idaho,2010
"$75,589","$37,795",2,State Senate,26,Idaho,2008
"$24,215","$24,215",1,State Senate,26,Idaho,2006
"$16,767","$16,767",1,State Senate,26,Idaho,2004
"$42,645","$21,323",2,State Senate,26,Idaho,2002
$0,$0,1,State Senate,26,Idaho,2000
"$468,477","$29,280",16,State Senate,26,Idaho,Total
"$25,798","$25,798",1,State Senate,27,Idaho,2018
"$16,321","$16,321",1,State Senate,27,Idaho,2016
"$32,075","$32,075",1,State Senate,27,Idaho,2014
"$98,769","$49,385",2,State Senate,27,Idaho,2012
"$17,918","$17,918",1,State Senate,27,Idaho,2010
"$19,332","$19,332",1,State Senate,27,Idaho,2008
"$13,685","$13,685",1,State Senate,27,Idaho,2006
"$8,900","$8,900",1,State Senate,27,Idaho,2004
"$23,125","$11,563",2,State Senate,27,Idaho,2002
"$5,760","$2,880",2,State Senate,27,Idaho,2000
"$261,683","$20,129",13,State Senate,27,Idaho,Total
"$76,573","$25,524",3,State Senate,28,Idaho,2018
"$31,699","$15,850",2,State Senate,28,Idaho,2016
"$29,600","$14,800",2,State Senate,28,Idaho,2014
"$77,636","$25,879",3,State Senate,28,Idaho,2012
"$5,800","$5,800",1,State Senate,28,Idaho,2010
"$8,850","$8,850",1,State Senate,28,Idaho,2008
"$21,670","$7,223",3,State Senate,28,Idaho,2006
"$11,165","$5,583",2,State Senate,28,Idaho,2004
"$5,675","$5,675",1,State Senate,28,Idaho,2002
"$7,300","$7,300",1,State Senate,28,Idaho,2000
"$275,968","$14,525",19,State Senate,28,Idaho,Total
"$85,587","$42,794",2,State Senate,29,Idaho,2018
"$61,286","$20,429",3,State Senate,29,Idaho,2016
"$75,749","$37,875",2,State Senate,29,Idaho,2014
"$46,126","$15,375",3,State Senate,29,Idaho,2012
"$43,144","$21,572",2,State Senate,29,Idaho,2010
"$37,540","$18,770",2,State Senate,29,Idaho,2008
"$81,628","$40,814",2,State Senate,29,Idaho,2006
"$77,412","$38,706",2,State Senate,29,Idaho,2004
"$57,462","$28,731",2,State Senate,29,Idaho,2002
"$10,020","$5,010",2,State Senate,29,Idaho,2000
"$575,954","$26,180",22,State Senate,29,Idaho,Total
"$4,600","$4,600",1,State Senate,30,Idaho,2018
"$4,850","$4,850",1,State Senate,30,Idaho,2016
"$6,150","$6,150",1,State Senate,30,Idaho,2014
"$14,675","$14,675",1,State Senate,30,Idaho,2012
"$29,871","$14,936",2,State Senate,30,Idaho,2010
"$5,310","$5,310",1,State Senate,30,Idaho,2008
"$9,873","$9,873",1,State Senate,30,Idaho,2006
"$10,343","$5,172",2,State Senate,30,Idaho,2004
"$11,481","$5,741",2,State Senate,30,Idaho,2002
"$2,050","$2,050",1,State Senate,30,Idaho,2000
"$99,203","$7,631",13,State Senate,30,Idaho,Total
"$9,100","$9,100",1,State Senate,31,Idaho,2018
"$11,000","$11,000",1,State Senate,31,Idaho,2016
"$9,000","$9,000",1,State Senate,31,Idaho,2014
"$23,454","$11,727",2,State Senate,31,Idaho,2012
"$33,510","$33,510",1,State Senate,31,Idaho,2010
"$46,650","$46,650",1,State Senate,31,Idaho,2008
"$34,595","$34,595",1,State Senate,31,Idaho,2006
"$33,160","$33,160",1,State Senate,31,Idaho,2004
"$28,730","$14,365",2,State Senate,31,Idaho,2002
"$2,350","$2,350",1,State Senate,31,Idaho,2000
"$231,549","$19,296",12,State Senate,31,Idaho,Total
"$29,600","$14,800",2,State Senate,32,Idaho,2018
"$22,450","$11,225",2,State Senate,32,Idaho,2016
"$31,825","$15,913",2,State Senate,32,Idaho,2014
"$32,441","$16,221",2,State Senate,32,Idaho,2012
"$13,165","$13,165",1,State Senate,32,Idaho,2010
"$12,656","$12,656",1,State Senate,32,Idaho,2008
"$7,200","$3,600",2,State Senate,32,Idaho,2006
"$11,002","$3,667",3,State Senate,32,Idaho,2004
"$15,677","$3,919",4,State Senate,32,Idaho,2002
"$32,572","$32,572",1,State Senate,32,Idaho,2000
"$208,588","$10,429",20,State Senate,32,Idaho,Total
"$62,931","$20,977",3,State Senate,33,Idaho,2018
"$36,650","$36,650",1,State Senate,33,Idaho,2016
"$43,065","$43,065",1,State Senate,33,Idaho,2014
"$58,080","$29,040",2,State Senate,33,Idaho,2012
"$47,860","$23,930",2,State Senate,33,Idaho,2010
"$58,147","$19,382",3,State Senate,33,Idaho,2008
"$33,998","$11,333",3,State Senate,33,Idaho,2006
"$36,178","$18,089",2,State Senate,33,Idaho,2004
"$43,796","$21,898",2,State Senate,33,Idaho,2002
"$15,531","$7,766",2,State Senate,33,Idaho,2000
"$436,236","$20,773",21,State Senate,33,Idaho,Total
"$84,523","$42,262",2,State Senate,34,Idaho,2018
"$46,966","$46,966",1,State Senate,34,Idaho,2016
"$79,690","$39,845",2,State Senate,34,Idaho,2014
"$33,205","$33,205",1,State Senate,34,Idaho,2012
"$11,914","$11,914",1,State Senate,34,Idaho,2010
"$13,126","$13,126",1,State Senate,34,Idaho,2008
"$9,401","$9,401",1,State Senate,34,Idaho,2006
"$5,671","$5,671",1,State Senate,34,Idaho,2004
"$2,977","$2,977",1,State Senate,34,Idaho,2002
"$35,500","$17,750",2,State Senate,34,Idaho,2000
"$322,973","$24,844",13,State Senate,34,Idaho,Total
"$28,857","$14,428",2,State Senate,35,Idaho,2018
$0,$0,1,State Senate,35,Idaho,2016
$0,$0,1,State Senate,35,Idaho,2014
$0,$0,1,State Senate,35,Idaho,2012
$0,$0,1,State Senate,35,Idaho,2010
$711,$356,2,State Senate,35,Idaho,2008
"$32,836","$8,209",4,State Senate,35,Idaho,2006
"$3,893","$1,947",2,State Senate,35,Idaho,2004
"$12,487","$4,162",3,State Senate,35,Idaho,2002
"$5,400","$5,400",1,State Senate,35,Idaho,2000
"$84,184","$4,677",18,State Senate,35,Idaho,Total
"$881,821","$440,911",2,House of Representatives,1,Illinois,2018
"$120,960","$120,960",1,House of Representatives,1,Illinois,2016
"$165,187","$165,187",1,House of Representatives,1,Illinois,2014
"$119,801","$119,801",1,House of Representatives,1,Illinois,2012
"$126,782","$126,782",1,House of Representatives,1,Illinois,2010
"$146,566","$146,566",1,House of Representatives,1,Illinois,2008
"$53,250","$26,625",2,House of Representatives,1,Illinois,2006
"$195,307","$195,307",1,House of Representatives,1,Illinois,2004
"$74,315","$74,315",1,House of Representatives,1,Illinois,2002
"$295,104","$147,552",2,House of Representatives,1,Illinois,2000
"$2,179,093","$167,623",13,House of Representatives,1,Illinois,Total
"$319,035","$319,035",1,House of Representatives,2,Illinois,2018
"$568,133","$284,067",2,House of Representatives,2,Illinois,2016
"$239,575","$239,575",1,House of Representatives,2,Illinois,2014
"$472,729","$157,576",3,House of Representatives,2,Illinois,2012
"$328,918","$82,230",4,House of Representatives,2,Illinois,2010
"$314,035","$104,678",3,House of Representatives,2,Illinois,2008
"$339,046","$169,523",2,House of Representatives,2,Illinois,2006
